Sample.IDs,scientific_name,study_title,High.level.variety,High.level.tissue,High.level.age,High.level.stress.disease,Variety,Tissue,Age,Stress.disease,Comments,DOI,Intermediate,Intermediate_Stress_merged_control,Intermediate_Stress
SRR1958760,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 0362 -4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1955165,Triticum aestivum,SRP056412,other,grain,reproductive,none,Yipti +4A dormancy QTL,grain,25 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
ERR305297,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1955057,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1275 +4A dormancy QTL,grain,35 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain hard dough and ripening,NA,NA
SRR1955055,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1275 +4A dormancy QTL,grain,25 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1955053,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1275 +4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1955048,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 0807 +4A dormancy QTL,grain,35 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain hard dough and ripening,NA,NA
SRR1955050,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 0807 +4A dormancy QTL,grain,25 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1955046,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 0807 +4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1926214,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 0362 +4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1958758,Triticum aestivum,SRP056412,other,grain,reproductive,none,Yipti +4A dormancy QTL,grain,35 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain hard dough and ripening,NA,NA
SRR1958728,Triticum aestivum,SRP056412,other,grain,reproductive,none,Yipti +4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1958755,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1038 +4A dormancy QTL,grain,35 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain hard dough and ripening,NA,NA
ERR305286,Triticum aestivum,ERP003465,other,spike,reproductive,none,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
SRR1958753,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1038 +4A dormancy QTL,grain,25 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
SRR1958729,Triticum aestivum,SRP056412,other,grain,reproductive,none,NIL 1038 +4A dormancy QTL,grain,15 dpa,none,NA,doi:10.1186/s13059-015-0665-6,grain milk and soft dough,NA,NA
grain_Z71_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,2 dpa,none,NA,doi: 10.1126/science.1249721,grain milk and soft dough,NA,NA
grain_Z71_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,2 dpa,none,NA,doi: 10.1126/science.1249721,grain milk and soft dough,NA,NA
grain_Z75_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,14 dpa,none,NA,doi: 10.1126/science.1249721,grain milk and soft dough,NA,NA
grain_Z75_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,14 dpa,none,NA,doi: 10.1126/science.1249721,grain milk and soft dough,NA,NA
grain_Z85_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,30 dpa,none,NA,doi: 10.1126/science.1249721,grain hard dough and ripening,NA,NA
grain_Z85_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,30 dpa,none,NA,doi: 10.1126/science.1249721,grain hard dough and ripening,NA,NA
leaf_Z10_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,seedling,none,Chinese Spring,leaf,seedling stage,none,NA,doi: 10.1126/science.1249721,seedling aerial tissues,NA,NA
leaf_Z10_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,seedling,none,Chinese Spring,leaf,seedling stage,none,NA,doi: 10.1126/science.1249721,seedling aerial tissues,NA,NA
ERR305300,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
leaf_Z23_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,leaf,tillering stage,none,NA,doi: 10.1126/science.1249721,leaf excl flag leaf,NA,NA
leaf_Z23_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,leaf,tillering stage,none,NA,doi: 10.1126/science.1249721,leaf excl flag leaf,NA,NA
leaf_Z71_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,leaf,2 dpa,none,NA,doi: 10.1126/science.1249721,flag leaf,NA,NA
leaf_Z71_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,leaf,2 dpa,none,NA,doi: 10.1126/science.1249721,flag leaf,NA,NA
root_Z10_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,roots,seedling,none,Chinese Spring,roots,seedling stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
root_Z10_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,roots,seedling,none,Chinese Spring,roots,seedling stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
root_Z13_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,roots,vegetative,none,Chinese Spring,roots,three leaf stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
root_Z13_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,roots,vegetative,none,Chinese Spring,roots,three leaf stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
root_Z39_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,roots,reproductive,none,Chinese Spring,roots,flag leaf stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
root_Z39_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,roots,reproductive,none,Chinese Spring,roots,flag leaf stage,none,NA,doi: 10.1126/science.1249721,roots,NA,NA
ERR305280,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL2 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
spike_Z32_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,spike,vegetative,none,Chinese Spring,spike,two nodes detectable,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
spike_Z32_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,spike,vegetative,none,Chinese Spring,spike,two nodes detectable,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
spike_Z39_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,spike,reproductive,none,Chinese Spring,spike,flag leaf stage,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
spike_Z39_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,spike,reproductive,none,Chinese Spring,spike,flag leaf stage,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
spike_Z65_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,spike,reproductive,none,Chinese Spring,spike,anthesis,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
spike_Z65_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,spike,reproductive,none,Chinese Spring,spike,anthesis,none,NA,doi: 10.1126/science.1249721,spike,NA,NA
stem_Z30_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,stem,1 cm spike,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
stem_Z30_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,stem,1 cm spike,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
stem_Z32_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,stem,two nodes detectable,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
stem_Z32_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,stem,two nodes detectable,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
ERR305309,Triticum aestivum,ERP003465,other,spike,reproductive,none,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
stem_Z65_rep1,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,stem,anthesis,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
stem_Z65_rep2,Triticum aestivum,choulet_URGI,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,stem,anthesis,none,NA,doi: 10.1126/science.1249721,internode,NA,NA
ERR1598033,Triticum aestivum,ERP016738,Chinese Spring,grain,reproductive,none,Chinese Spring,grain,milk grain stage,none,NA,https://doi.org/10.1101/080796,grain milk and soft dough,NA,NA
ERR1598032,Triticum aestivum,ERP016738,Chinese Spring,spike,reproductive,none,Chinese Spring,spike,Ear emergence,none,NA,https://doi.org/10.1101/080796,spike,NA,NA
ERR1598031,Triticum aestivum,ERP016738,Chinese Spring,leaves/shoots,reproductive,none,Chinese Spring,stem,milk grain stage,none,NA,https://doi.org/10.1101/080796,internode,NA,NA
ERR1598030,Triticum aestivum,ERP016738,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,leaf,seven leaf stage,none,NA,https://doi.org/10.1101/080796,leaf excl flag leaf,NA,NA
ERR1598029,Triticum aestivum,ERP016738,Chinese Spring,roots,vegetative,none,Chinese Spring,roots,three leaf stage,none,NA,https://doi.org/10.1101/080796,roots,NA,NA
ERR1598028,Triticum aestivum,ERP016738,Chinese Spring,leaves/shoots,seedling,none,Chinese Spring,seedling,4 days,none,NA,https://doi.org/10.1101/080796,seedling aerial tissues,NA,NA
ERR1201820,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201819,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
DRR003155,Triticum aestivum,DRP000768,Chinese Spring,leaves/shoots,vegetative,none,Chinese Spring,shoots,24 days,none,NA,doi: 10.1186/1471-2164-14-77,vegetative aerial tissues,No stress control,Phosphorous starvation shoots control
ERR305327,Triticum aestivum,ERP003465,other,spike,reproductive,disease,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201818,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201817,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201816,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201815,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201814,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201813,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201812,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201811,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201810,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201809,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305315,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201808,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201807,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201806,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201805,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201804,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201803,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201802,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201801,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201800,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201799,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305304,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL3 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201798,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201797,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201796,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201795,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201794,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201793,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201792,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201791,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201790,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201789,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305306,Triticum aestivum,ERP003465,other,spike,reproductive,disease,NIL4 from CM-82036 BC5 in Remus,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 30 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201788,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 24 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201787,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201786,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201785,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,disease,NIL51 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 12 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201784,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201783,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201782,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 6 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201781,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201780,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201779,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 48 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR305326,Triticum aestivum,ERP003465,other,spike,reproductive,disease,CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,Fusarium graminearum inoculation 50 hours,NA,doi:10.1186/1471-2164-14-728 and doi:10.1534/g3.115.021550,spikelets,NA,NA
ERR1201778,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201777,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201776,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 3 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201775,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201774,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
ERR1201773,Triticum aestivum,ERP013829,Chinese Spring,spike,reproductive,none,NIL38 from BC55F2 Remus in CM-82036,"spikelets (only using palea, lemma and rachis)",anthesis,mock inoculation 36 hours,NA,"suspect unpublished, data updated on 1st feb 2017, contact Nussbaumer and Schweiger",spikelets,NA,NA
