group_id,family_name,origin,chrs,cardinality_formal,cardinality_abs,A,B,D,synteny,TE,HC.LC,source
32870,OG0000304,ABD,2,1:1:1,1:1:1,TraesCS2A01G163900,TraesCS2B01G189700,TraesCS2D01G170800,segmental homeologs,NA,HC-only,"OrthoFinder SO,MCScanX"
32871,OG0000304,ABD,4,1:1:1,1:1:1,TraesCS4A01G202200,TraesCS4B01G106400,TraesCS4D01G103100,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe"
32872,OG0000304,ABD,4,1:1:1,1:1:1,TraesCS4A01G406200,TraesCS4B01G305700,TraesCS4D01G303900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
32873,OG0000304,ABD,4,1:1:1,1:1:1,TraesCS4A01G406100,TraesCS4B01G305600,TraesCS4D01G303800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
32932,OG0000301,ABD,1,1:1:1,1:1:1,TraesCS1A01G163700,TraesCS1B01G180400,TraesCS1D01G160500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32939,OG0000301,ABD,1,1:1:1,1:1:1,TraesCS1A01G187600,TraesCS1B01G195400,TraesCS1D01G189000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32942,OG0000292,ABD,4,1:1:1,1:1:1,TraesCS4A01G177100,TraesCS4B01G140800,TraesCS4D01G135500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
32945,OG0000292,ABD,4,1:1:1,1:1:1,TraesCS4A01G176300,TraesCS4B01G141400,TraesCS4D01G136400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
32946,OG0000292,ABD,4,1:1:1,1:1:1,TraesCS4A01G176600,TraesCS4B01G141100,TraesCS4D01G136000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
32950,OG0000292,ABD,5,1:1:1,1:1:1,TraesCS5A01G139000,TraesCS5B01G138100,TraesCS5D01G152700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32974,OG0000291,ABD,3,1:1:1,1:1:1,TraesCS3A01G170900,TraesCS3B01G195700,TraesCS3D01G171100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32975,OG0000291,ABD,1,1:1:1,1:1:1,TraesCS1A01G176000,TraesCS1B01G204100,TraesCS1D01G162800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
32976,OG0000291,ABD,7,1:1:1,1:1:1,TraesCS7A01G302400,TraesCS7B01G202500,TraesCS7D01G297700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32977,OG0000291,ABD,1,1:1:1,1:1:1,TraesCS1A01G304100,TraesCS1B01G314600,TraesCS1D01G303600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
32978,OG0000291,ABD,2,1:1:1,1:1:1,TraesCS2A01G264900,TraesCS2B01G277200,TraesCS2D01G259100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32979,OG0000291,ABD,2,1:1:1,1:1:1,TraesCS2A01G406200,TraesCS2B01G423900,TraesCS2D01G403100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32983,OG0000291,ABD,3,1:1:1,1:1:1,TraesCS3A01G340200,TraesCS3B01G371800,TraesCS3D01G333700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
32984,OG0000291,ABD,2,1:1:1,1:1:1,TraesCS2A01G224600,TraesCS2B01G274800,TraesCS2D01G230800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32985,OG0000291,ABD,7,1:1:1,1:1:1,TraesCS7A01G459400,TraesCS7B01G359700,TraesCS7D01G447200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32988,OG0000299,ABD,2,1:1:1,1:1:1,TraesCS2A01G433500,TraesCS2B01G454500,TraesCS2D01G431500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
32989,OG0000299,ABD,2,1:1:1,1:1:1,TraesCS2A01G484100,TraesCS2B01G510200,TraesCS2D01G484000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
32990,OG0000299,ABD,7,1:1:1,1:1:1,TraesCS7A01G427600,TraesCS7B01G327700,TraesCS7D01G419900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
33017,OG0000297,ABD,1,1:1:1,1:1:1,TraesCS1A01G095900,TraesCS1B01G127800,TraesCS1D01G104900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33020,OG0000297,ABD,3,1:1:1,1:1:1,TraesCS3A01G463900,TraesCS3B01G507400,TraesCS3D01G458200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33026,OG0000297,ABD,3,1:1:1,1:1:1,TraesCS3A01G464700,TraesCS3B01G508400,TraesCS3D01G459500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
33033,OG0000300,ABD,3,1:1:1,1:1:1,TraesCS3A01G241700,TraesCS3B01G269900,TraesCS3D01G241900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33034,OG0000300,ABD,1,1:1:1,1:1:1,TraesCS1A01G433500,TraesCS1B01G469400,TraesCS1D01G443100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33035,OG0000300,ABD,3,1:1:1,1:1:1,TraesCS3A01G227100,TraesCS3B01G257200,TraesCS3D01G225200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33038,OG0000300,ABD,1,1:1:1,1:1:1,TraesCS1A01G272100,TraesCS1B01G282100,TraesCS1D01G272800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33039,OG0000300,ABD,2,1:1:1,1:1:1,TraesCS2A01G154300,TraesCS2B01G179500,TraesCS2D01G159800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33040,OG0000300,ABD,45,1:1:1,1:1:1,TraesCS5A01G493800,TraesCS4B01G318400,TraesCS4D01G314800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33041,OG0000300,ABD,2,1:1:1,1:1:1,TraesCS2A01G302500,TraesCS2B01G318400,TraesCS2D01G301200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33042,OG0000300,ABD,1,1:1:1,1:1:1,TraesCS1A01G185100,TraesCS1B01G193000,TraesCS1D01G191800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33050,OG0000296,ABD,456,1:1:1,1:1:1,TraesCS4A01G325400,TraesCS6B01G033700,TraesCS5D01G556600,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe"
33055,OG0000295,ABD,1,1:1:1,1:1:1,TraesCS1A01G258300,TraesCS1B01G268800,TraesCS1D01G257600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33056,OG0000295,ABD,2,1:1:1,1:1:1,TraesCS2A01G502400,TraesCS2B01G530500,TraesCS2D01G503000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33057,OG0000295,ABD,4,1:1:1,1:1:1,TraesCS4A01G005000,TraesCS4B01G300000,TraesCS4D01G298900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
33060,OG0000295,ABD,7,1:1:1,1:1:1,TraesCS7A01G510800,TraesCS7B01G421700,TraesCS7D01G500200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33061,OG0000295,ABD,6,1:1:1,1:1:1,TraesCS6A01G360500,TraesCS6B01G393400,TraesCS6D01G344000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33062,OG0000295,ABD,7,1:1:1,1:1:1,TraesCS7A01G145400,TraesCS7B01G047600,TraesCS7D01G146700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33068,OG0000298,ABD,3,1:1:1,1:1:1,TraesCS3A01G215000,TraesCS3B01G246300,TraesCS3D01G218100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33069,OG0000298,ABD,3,1:1:1,1:1:1,TraesCS3A01G230900,TraesCS3B01G260200,TraesCS3D01G222400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33073,OG0000298,ABD,1,1:1:1,1:1:1,TraesCS1A01G430200,TraesCS1B01G465000,TraesCS1D01G439500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
33074,OG0000298,ABD,1,1:1:1,1:1:1,TraesCS1A01G430100,TraesCS1B01G464900,TraesCS1D01G439400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
33075,OG0000290,ABD,45,1:1:1,1:1:1,TraesCS4A01G327000,TraesCS5B01G565600,TraesCS5D01G557900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33077,OG0000290,ABD,7,1:1:1,1:1:1,TraesCS7A01G474000,TraesCS7B01G375400,TraesCS7D01G460900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33078,OG0000290,ABD,45,1:1:1,1:1:1,TraesCS4A01G327600,TraesCS5B01G541800,TraesCS5D01G546200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33080,OG0000290,ABD,7,1:1:1,1:1:1,TraesCS7A01G234300,TraesCS7B01G132600,TraesCS7D01G234500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33081,OG0000290,ABD,1,1:1:1,1:1:1,TraesCS1A01G113900,TraesCS1B01G134200,TraesCS1D01G115500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33082,OG0000290,ABD,5,1:1:1,1:1:1,TraesCS5A01G457200,TraesCS5B01G466200,TraesCS5D01G468000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33083,OG0000290,ABD,3,1:1:1,1:1:1,TraesCS3A01G092700,TraesCS3B01G107900,TraesCS3D01G092800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33084,OG0000290,ABD,2,1:1:1,1:1:1,TraesCS2A01G184700,TraesCS2B01G222700,TraesCS2D01G203000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33089,OG0000280,ABD,5,1:1:1,1:1:1,TraesCS5A01G177100,TraesCS5B01G174300,TraesCS5D01G181400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33090,OG0000280,ABD,2,1:1:1,1:1:1,TraesCS2A01G187000,TraesCS2B01G220200,TraesCS2D01G200900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33091,OG0000280,ABD,6,1:1:1,1:1:1,TraesCS6A01G071100,TraesCS6B01G095200,TraesCS6D01G069000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33092,OG0000280,ABD,3,1:1:1,1:1:1,TraesCS3A01G238400,TraesCS3B01G266900,TraesCS3D01G238700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33093,OG0000280,ABD,7,1:1:1,1:1:1,TraesCS7A01G343800,TraesCS7B01G239300,TraesCS7D01G335800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33094,OG0000280,ABD,3,1:1:1,1:1:1,TraesCS3A01G342500,TraesCS3B01G374500,TraesCS3D01G336300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33095,OG0000280,ABD,2,1:1:1,1:1:1,TraesCS2A01G539800,TraesCS2B01G570100,TraesCS2D01G541400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33096,OG0000280,ABD,1,1:1:1,1:1:1,TraesCS1A01G301600,TraesCS1B01G311400,TraesCS1D01G301300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33097,OG0000288,ABD,5,1:1:1,1:1:1,TraesCS5A01G305000,TraesCS5B01G305400,TraesCS5D01G312000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33098,OG0000288,ABD,5,1:1:1,1:1:1,TraesCS5A01G304900,TraesCS5B01G305300,TraesCS5D01G311900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33107,OG0000288,ABD,5,1:1:1,1:1:1,TraesCS5A01G065500,TraesCS5B01G072300,TraesCS5D01G076400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33152,OG0000256,ABD,7,1:1:1,1:1:1,TraesCS7A01G202200,TraesCS7B01G109100,TraesCS7D01G205400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33156,OG0000256,ABD,4,1:1:1,1:1:1,TraesCS4A01G092900,TraesCS4B01G211600,TraesCS4D01G212200,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe"
33163,OG0000234,ABD,1,1:1:1,1:1:1,TraesCS1A01G204500,TraesCS1B01G218200,TraesCS1D01G207800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
33164,OG0000234,ABD,1,1:1:1,1:1:1,TraesCS1A01G204400,TraesCS1B01G218000,TraesCS1D01G207700,segmental homeologs,NA,HC-only,"OrthoFinder SO,i-ADHoRe,MCScanX"
33165,OG0000234,ABD,1,1:1:1,1:1:1,TraesCS1A01G221300,TraesCS1B01G234600,TraesCS1D01G222900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33172,OG0000234,ABD,6,1:1:1,1:1:1,TraesCS6A01G140400,TraesCS6B01G168900,TraesCS6D01G128500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33173,OG0000234,ABD,6,1:1:1,1:1:1,TraesCS6A01G134900,TraesCS6B01G163000,TraesCS6D01G124100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33176,OG0000234,ABD,5,1:1:1,1:1:1,TraesCS5A01G232300,TraesCS5B01G230600,TraesCS5D01G235700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33199,OG0000228,ABD,3,1:1:1,1:1:1,TraesCS3A01G013800,TraesCS3B01G016500,TraesCS3D01G012100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,MCScanX"
33203,OG0000228,ABD,7,1:1:1,1:1:1,TraesCS7A01G389300,TraesCS7B01G291100,TraesCS7D01G385300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33205,OG0000228,ABD,7,1:1:1,1:1:1,TraesCS7A01G278500,TraesCS7B01G176400,TraesCS7D01G278300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33207,OG0000228,ABD,4,1:1:1,1:1:1,TraesCS4A01G304400,TraesCS4B01G006800,TraesCS4D01G008300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33209,OG0000228,ABD,45,1:1:1,1:1:1,TraesCS5A01G531300,TraesCS4B01G363100,TraesCS4D01G356300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33211,OG0000228,ABD,4,1:1:1,1:1:1,TraesCS4A01G020500,TraesCS4B01G283200,TraesCS4D01G282000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33235,OG0000224,ABD,5,1:1:1,1:1:1,TraesCS5A01G348400,TraesCS5B01G349800,TraesCS5D01G354600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
33236,OG0000224,ABD,5,1:1:1,1:1:1,TraesCS5A01G349300,TraesCS5B01G350700,TraesCS5D01G355700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33237,OG0000224,ABD,5,1:1:1,1:1:1,TraesCS5A01G348100,TraesCS5B01G349200,TraesCS5D01G354300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33238,OG0000224,ABD,5,1:1:1,1:1:1,TraesCS5A01G348200,TraesCS5B01G349300,TraesCS5D01G354400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33239,OG0000224,ABD,7,1:1:1,1:1:1,TraesCS7A01G552000,TraesCS7B01G475900,TraesCS7D01G538300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33245,OG0000224,ABD,4,1:1:1,1:1:1,TraesCS4A01G006400,TraesCS4B01G298600,TraesCS4D01G297600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33248,OG0000236,ABD,1,1:1:1,1:1:1,TraesCS1A01G243500,TraesCS1B01G255000,TraesCS1D01G243500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33251,OG0000236,ABD,1,1:1:1,1:1:1,TraesCS1A01G412800,TraesCS1B01G443300,TraesCS1D01G420400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33253,OG0000236,ABD,3,1:1:1,1:1:1,TraesCS3A01G235300,TraesCS3B01G264600,TraesCS3D01G235700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,MCScanX"
33255,OG0000236,ABD,3,1:1:1,1:1:1,TraesCS3A01G235700,TraesCS3B01G264200,TraesCS3D01G235400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33257,OG0000236,ABD,3,1:1:1,1:1:1,TraesCS3A01G498700,TraesCS3B01G561700,TraesCS3D01G505500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer"
33260,OG0000236,ABD,1,1:1:1,1:1:1,TraesCS1A01G266100,TraesCS1B01G277100,TraesCS1D01G266300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33261,OG0000236,ABD,1,1:1:1,1:1:1,TraesCS1A01G266000,TraesCS1B01G277000,TraesCS1D01G266200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33264,OG0000252,ABD,5,1:1:1,1:1:1,TraesCS5A01G467400,TraesCS5B01G479100,TraesCS5D01G480200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33265,OG0000252,ABD,5,1:1:1,1:1:1,TraesCS5A01G142100,TraesCS5B01G140900,TraesCS5D01G150000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33266,OG0000252,ABD,1,1:1:1,1:1:1,TraesCS1A01G197800,TraesCS1B01G212500,TraesCS1D01G201300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33272,OG0000216,ABD,2,1:1:1,1:1:1,TraesCS2A01G493800,TraesCS2B01G521800,TraesCS2D01G493700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33273,OG0000216,ABD,2,1:1:1,1:1:1,TraesCS2A01G163800,TraesCS2B01G189600,TraesCS2D01G170700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33274,OG0000216,ABD,5,1:1:1,1:1:1,TraesCS5A01G401700,TraesCS5B01G406400,TraesCS5D01G411900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33275,OG0000216,ABD,4,1:1:1,1:1:1,TraesCS4A01G235600,TraesCS4B01G079300,TraesCS4D01G078100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33276,OG0000216,ABD,1,1:1:1,1:1:1,TraesCS1A01G215900,TraesCS1B01G229400,TraesCS1D01G218200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33277,OG0000216,ABD,5,1:1:1,1:1:1,TraesCS5A01G069500,TraesCS5B01G075800,TraesCS5D01G081700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33278,OG0000216,ABD,2,1:1:1,1:1:1,TraesCS2A01G303900,TraesCS2B01G320500,TraesCS2D01G302500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33279,OG0000216,ABD,1,1:1:1,1:1:1,TraesCS1A01G270800,TraesCS1B01G281100,TraesCS1D01G271000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33280,OG0000216,ABD,3,1:1:1,1:1:1,TraesCS3A01G381100,TraesCS3B01G413800,TraesCS3D01G374300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33281,OG0000216,ABD,2,1:1:1,1:1:1,TraesCS2A01G566700,TraesCS2B01G630000,TraesCS2D01G577000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33302,OG0000219,ABD,6,1:1:1,1:1:1,TraesCS6A01G287400,TraesCS6B01G316700,TraesCS6D01G268100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33304,OG0000219,ABD,6,1:1:1,1:1:1,TraesCS6A01G287300,TraesCS6B01G316600,TraesCS6D01G268000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33305,OG0000219,ABD,2,1:1:1,1:1:1,TraesCS2A01G359400,TraesCS2B01G378700,TraesCS2D01G358300,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33307,OG0000219,ABD,3,1:1:1,1:1:1,TraesCS3A01G352900,TraesCS3B01G385600,TraesCS3D01G347000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33308,OG0000219,ABD,1,1:1:1,1:1:1,TraesCS1A01G288500,TraesCS1B01G297900,TraesCS1D01G287500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33309,OG0000219,ABD,2,1:1:1,1:1:1,TraesCS2A01G173500,TraesCS2B01G199800,TraesCS2D01G180700,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33311,OG0000219,ABD,1,1:1:1,1:1:1,TraesCS1A01G411700,TraesCS1B01G442000,TraesCS1D01G419500,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33364,OG0000245,ABD,7,1:1:1,1:1:1,TraesCS7A01G519900,TraesCS7B01G436000,TraesCS7D01G509600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33369,OG0000241,ABD,1,1:1:1,1:1:1,TraesCS1A01G333900,TraesCS1B01G347200,TraesCS1D01G336400,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33370,OG0000241,ABD,2,1:1:1,1:1:1,TraesCS2A01G120900,TraesCS2B01G141800,TraesCS2D01G122900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33372,OG0000241,ABD,6,1:1:1,1:1:1,TraesCS6A01G272800,TraesCS6B01G300200,TraesCS6D01G252800,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33373,OG0000241,ABD,4,1:1:1,1:1:1,TraesCS4A01G209000,TraesCS4B01G112600,TraesCS4D01G110100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33374,OG0000241,ABD,3,1:1:1,1:1:1,TraesCS3A01G378300,TraesCS3B01G411000,TraesCS3D01G371600,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33375,OG0000241,ABD,5,1:1:1,1:1:1,TraesCS5A01G124100,TraesCS5B01G123800,TraesCS5D01G132000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33376,OG0000241,ABD,7,1:1:1,1:1:1,TraesCS7A01G326400,TraesCS7B01G227000,TraesCS7D01G323100,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe,MCScanX"
33377,OG0000241,ABD,2,1:1:1,1:1:1,TraesCS2A01G574000,TraesCS2B01G613800,TraesCS2D01G584900,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe,MCScanX"
33378,OG0000241,ABD,1,1:1:1,1:1:1,TraesCS1A01G273100,TraesCS1B01G282900,TraesCS1D01G273200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,i-ADHoRe"
33382,OG0000211,ABD,1,1:1:1,1:1:1,TraesCS1A01G345700,TraesCS1B01G359400,TraesCS1D01G348200,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33388,OG0000211,ABD,1,1:1:1,1:1:1,TraesCS1A01G344400,TraesCS1B01G358300,TraesCS1D01G347000,segmental homeologs,NA,HC-only,"OrthoFinder SO,BLAST RBH,DAGchainer,i-ADHoRe"
33394,OG0000211,ABD,1,1:1:1,1:1:1,TraesCS1A01G345600,TraesCS1B01G359300,TraesCS1D01G348100,segmental homeologs,NA,HC-only,"OrthoFinder SO,DAGchainer"
