assembly	chromosome	start	end	block_no	chr_length	merged_block
sy_mattis	chr5D	378889960	383781623	5599	566080677	1176
sy_mattis	chr5D	384012770	388873349	5588	566080677	34
sy_mattis	chr5D	384012770	388873349	5596	566080677	34
sy_mattis	chr5D	384012770	388873349	5568	566080677	34
sy_mattis	chr5D	411789797	418584260	5798	566080677	993
sy_mattis	chr5D	429058916	433703575	5600	566080677	1221
sy_mattis	chr5D	439647017	444173633	5579	566080677	1172
sy_mattis	chr5D	449271816	474218884	5505	566080677	446
sy_mattis	chr5D	464395828	479460254	5527	566080677	625
sy_mattis	chr5D	497774077	501774724	5780	566080677	1273
sy_mattis	chr5D	499705082	502597354	5597	566080677	1302
sy_mattis	chr5D	512391101	522300210	5550	566080677	790
sy_mattis	chr5D	534864327	546366582	5652	566080677	458
sy_mattis	chr5D	538254983	548031311	5552	566080677	816
sy_mattis	chr5D	560493990	562533761	5538	566080677	1050
sy_mattis	chr6A	11433070	16234941	6062	618079260	882
sy_mattis	chr6A	35471465	60733020	5975	618079260	30
sy_mattis	chr6A	41485919	60733020	5985	618079260	30
sy_mattis	chr6A	51373684	60733020	6016	618079260	3
sy_mattis	chr6A	51478276	60023891	6241	618079260	3
sy_mattis	chr6A	56132883	60733020	6061	618079260	3
sy_mattis	chr6A	56132883	60733020	6059	618079260	3
sy_mattis	chr6A	60971892	70935769	6001	618079260	258
sy_mattis	chr6A	60971892	100805145	5971	618079260	258
sy_mattis	chr6A	60971892	100805145	5969	618079260	258
sy_mattis	chr6A	101293771	146538278	5968	618079260	3
sy_mattis	chr6A	101293771	277282608	5944	618079260	3
sy_mattis	chr6A	101293771	282148245	5943	618079260	3
sy_mattis	chr6A	101293771	282148245	5942	618079260	3
sy_mattis	chr6A	101293771	453686294	5934	618079260	3
sy_mattis	chr6A	101293771	453686294	5935	618079260	3
sy_mattis	chr6A	106455121	217269493	5949	618079260	3
sy_mattis	chr6A	252818960	256666531	5986	618079260	3
sy_mattis	chr6A	297918019	332189520	5974	618079260	3
sy_mattis	chr6A	297918019	443427201	5947	618079260	3
sy_mattis	chr6A	297918019	453686294	5945	618079260	3
sy_mattis	chr6A	302775917	307208639	6054	618079260	3
sy_mattis	chr6A	333957204	346598940	5996	618079260	3
sy_mattis	chr6A	349509306	443427201	5953	618079260	3
sy_mattis	chr6A	369655242	378170963	6014	618079260	3
sy_mattis	chr6A	413732327	453686294	5970	618079260	3
sy_mattis	chr6A	453824658	536802508	5958	618079260	181
sy_mattis	chr6A	459074425	495154832	5972	618079260	32
sy_mattis	chr6A	537019029	556910943	5983	618079260	174
sy_mattis	chr6A	542198830	556910943	5990	618079260	174
sy_mattis	chr6A	557090118	561450780	6064	618079260	174
sy_mattis	chr6A	566890788	571901788	6039	618079260	71
sy_mattis	chr6A	571928076	576914716	6055	618079260	71
sy_mattis	chr6A	601396885	617935868	5987	618079260	596
sy_mattis	chr6A	610310025	614383233	6063	618079260	596
sy_mattis	chr6A	611656393	616235258	6261	618079260	596
sy_mattis	chr6B	33734611	44062725	6348	720988478	763
sy_mattis	chr6B	48688581	90281513	6317	720988478	99
sy_mattis	chr6B	48688581	109143895	6312	720988478	99
sy_mattis	chr6B	48688581	149877914	6306	720988478	99
sy_mattis	chr6B	48688581	248390487	6296	720988478	99
sy_mattis	chr6B	444538637	447895651	6376	720988478	150
sy_mattis	chr6B	445852206	451480460	6402	720988478	150
sy_mattis	chr6B	470114030	474750083	6375	720988478	22
sy_mattis	chr6B	470114030	659237118	6299	720988478	22
sy_mattis	chr6B	470114030	675571554	6297	720988478	95
sy_mattis	chr6B	495424584	504606525	6346	720988478	22
sy_mattis	chr6B	560624873	659237118	6307	720988478	22
sy_mattis	chr6B	568189763	659237118	6310	720988478	22
sy_mattis	chr6B	682656255	694400940	6420	720988478	718
sy_mattis	chr6B	685151286	696020999	6412	720988478	742
sy_mattis	chr6B	693794490	704184709	6347	720988478	761
sy_mattis	chr6B	704102111	720954733	6324	720988478	594
sy_mattis	chr6B	712258418	716477351	6396	720988478	594
sy_mattis	chr6D	43457	5942499	6772	473592718	765
sy_mattis	chr6D	43457	5942499	6743	473592718	765
sy_mattis	chr6D	5976319	10122447	6606	473592718	520
sy_mattis	chr6D	5976319	10122447	6719	473592718	520
sy_mattis	chr6D	17204944	24009801	6862	473592718	992
sy_mattis	chr6D	25437895	29385282	6664	473592718	1040
sy_mattis	chr6D	36580997	42566964	6703	473592718	93
sy_mattis	chr6D	36580997	42566964	6664	473592718	1040
sy_mattis	chr6D	36580997	42566964	6705	473592718	93
sy_mattis	chr6D	42932977	46874230	6704	473592718	477
sy_mattis	chr6D	42932977	46874230	6606	473592718	520
sy_mattis	chr6D	49181616	54269760	7015	473592718	646
sy_mattis	chr6D	50949425	54269760	6606	473592718	520
sy_mattis	chr6D	50949425	54269760	6704	473592718	477
sy_mattis	chr6D	56211447	291492228	6582	473592718	80
sy_mattis	chr6D	62885487	68645550	6864	473592718	80
sy_mattis	chr6D	63327155	68082296	6996	473592718	80
sy_mattis	chr6D	66126900	291492228	6588	473592718	73
sy_mattis	chr6D	81148726	291492228	6592	473592718	73
sy_mattis	chr6D	85911107	291492228	6593	473592718	43
sy_mattis	chr6D	85911107	291492228	6591	473592718	43
sy_mattis	chr6D	85911107	291492228	6594	473592718	43
sy_mattis	chr6D	101202167	291492228	6595	473592718	43
sy_mattis	chr6D	102114863	108466190	6953	473592718	43
sy_mattis	chr6D	102114863	110332411	7016	473592718	43
sy_mattis	chr6D	111435928	125087115	6954	473592718	43
sy_mattis	chr6D	116952123	128105904	7017	473592718	43
sy_mattis	chr6D	119278221	128105904	7006	473592718	43
sy_mattis	chr6D	119292155	131976402	7197	473592718	43
sy_mattis	chr6D	132309578	142150288	7198	473592718	43
sy_mattis	chr6D	132409889	142750217	6955	473592718	43
sy_mattis	chr6D	133206637	142139258	7018	473592718	43
sy_mattis	chr6D	143671813	150786344	7007	473592718	43
sy_mattis	chr6D	146506674	150786344	6773	473592718	43
sy_mattis	chr6D	147236496	156450593	7199	473592718	43
sy_mattis	chr6D	156453416	168249556	6956	473592718	43
sy_mattis	chr6D	166759273	170966115	6774	473592718	43
sy_mattis	chr6D	174618142	219292204	7200	473592718	43
sy_mattis	chr6D	183707455	237428668	6957	473592718	43
sy_mattis	chr6D	186767325	220296777	7008	473592718	43
sy_mattis	chr6D	258037390	262782940	6775	473592718	43
sy_mattis	chr6D	264443967	272109804	7009	473592718	43
sy_mattis	chr6D	272858001	280906489	7201	473592718	43
sy_mattis	chr6D	291783684	382083785	6600	473592718	168
sy_mattis	chr6D	342079233	387103424	6618	473592718	280
sy_mattis	chr6D	412626509	415029482	6776	473592718	275
sy_mattis	chr6D	412626509	415029482	6765	473592718	275
sy_mattis	chr6D	420424436	426490593	6821	473592718	1032
sy_mattis	chr6D	453345089	457141867	6771	473592718	487
sy_mattis	chr6D	462272054	467781941	6726	473592718	578
sy_mattis	chr7A	52278786	56449727	7394	736706236	200
sy_mattis	chr7A	52278786	61493893	7364	736706236	200
sy_mattis	chr7A	66606258	71146235	7439	736706236	1229
sy_mattis	chr7A	90476408	96816526	7495	736706236	1017
sy_mattis	chr7A	91361021	96091877	7410	736706236	20
sy_mattis	chr7A	125277379	138352449	7496	736706236	20
sy_mattis	chr7A	125992856	130613414	7411	736706236	20
sy_mattis	chr7A	125992856	146026920	7263	736706236	522
sy_mattis	chr7A	135901026	171949917	7269	736706236	31
sy_mattis	chr7A	135901026	179602714	7258	736706236	31
sy_mattis	chr7A	146677500	152834428	7235	736706236	334
sy_mattis	chr7A	149302902	157403342	7497	736706236	20
sy_mattis	chr7A	149313436	155646696	7615	736706236	20
sy_mattis	chr7A	153376063	161996106	7321	736706236	20
sy_mattis	chr7A	153376063	171949917	7263	736706236	522
sy_mattis	chr7A	157595879	164182122	7497	736706236	20
sy_mattis	chr7A	171535157	210253358	7235	736706236	334
sy_mattis	chr7A	172233699	178002261	7655	736706236	20
sy_mattis	chr7A	172233699	178002261	7498	736706236	20
sy_mattis	chr7A	174916363	181015950	7616	736706236	31
sy_mattis	chr7A	182122282	189432962	7685	736706236	20
sy_mattis	chr7A	182384453	189432962	7656	736706236	20
sy_mattis	chr7A	182384453	189438854	7499	736706236	20
sy_mattis	chr7A	182733598	187940810	7617	736706236	20
sy_mattis	chr7A	189718054	194459413	7440	736706236	20
sy_mattis	chr7A	210850645	211735068	7269	736706236	31
sy_mattis	chr7A	210850645	211735068	7321	736706236	20
sy_mattis	chr7A	210850645	211735068	7258	736706236	31
sy_mattis	chr7A	210850645	211735068	7263	736706236	522
sy_mattis	chr7A	211793694	245596446	7235	736706236	334
sy_mattis	chr7A	229140777	237509048	7500	736706236	20
sy_mattis	chr7A	229143566	235469238	7709	736706236	20
sy_mattis	chr7A	230862581	270781844	7262	736706236	20
sy_mattis	chr7A	234524199	243366967	7618	736706236	20
sy_mattis	chr7A	236349704	255581871	7310	736706236	20
sy_mattis	chr7A	236349704	265503620	7279	736706236	20
sy_mattis	chr7A	237949446	247663602	7501	736706236	20
sy_mattis	chr7A	245828864	408689296	7225	736706236	37
sy_mattis	chr7A	245828864	454058370	7223	736706236	37
sy_mattis	chr7A	251474909	377981324	7502	736706236	20
sy_mattis	chr7A	270971783	275922471	7443	736706236	20
sy_mattis	chr7A	311239131	340979536	7280	736706236	20
sy_mattis	chr7A	356366396	368245696	7332	736706236	20
sy_mattis	chr7A	380515027	424933429	7542	736706236	20
sy_mattis	chr7A	384388805	388779039	7444	736706236	20
sy_mattis	chr7A	392913030	415463099	7503	736706236	20
sy_mattis	chr7A	405948741	424320367	7687	736706236	20
sy_mattis	chr7A	424310061	519559957	7230	736706236	163
sy_mattis	chr7A	426802585	435876028	7718	736706236	37
sy_mattis	chr7A	427818128	434743416	7619	736706236	37
sy_mattis	chr7A	449334305	454058370	7441	736706236	31
sy_mattis	chr7A	459175451	474295661	7688	736706236	31
sy_mattis	chr7A	459623606	471552555	7543	736706236	31
sy_mattis	chr7A	469357007	485201287	7719	736706236	163
sy_mattis	chr7A	470918332	481251192	7726	736706236	163
sy_mattis	chr7A	519672190	609411053	7233	736706236	132
sy_mattis	chr7A	519672190	660555686	7226	736706236	132
sy_mattis	chr7A	538769675	573677496	7267	736706236	132
sy_mattis	chr7A	543964856	558758062	7333	736706236	132
sy_mattis	chr7A	549001358	573677496	7283	736706236	132
sy_mattis	chr7A	555621894	561586020	7727	736706236	132
sy_mattis	chr7A	559199739	609411053	7254	736706236	132
sy_mattis	chr7A	559199739	609411053	7247	736706236	132
sy_mattis	chr7A	564269504	609411053	7253	736706236	132
sy_mattis	chr7A	641010691	660555686	7308	736706236	132
sy_mattis	chr7A	641010691	660555686	7311	736706236	132
sy_mattis	chr7A	641010691	660555686	7309	736706236	132
sy_mattis	chr7A	660939992	665428261	7426	736706236	269
sy_mattis	chr7A	670853392	680407081	7351	736706236	842
sy_mattis	chr7A	675871510	680407081	7395	736706236	842
sy_mattis	chr7A	680541548	683708984	7438	736706236	1279
sy_mattis	chr7A	707618765	713107195	7722	736706236	468
sy_mattis	chr7A	707618765	713107195	7506	736706236	468
sy_mattis	chr7A	730700676	735420469	7329	736706236	428
sy_mattis	chr7A	730700676	735420469	7362	736706236	428
sy_mattis	chr7A	734686118	734918373	7442	736706236	428
sy_mattis	chr7B	113161	3094837	7824	750620385	1301
sy_mattis	chr7B	22314073	23639601	7811	750620385	1318
sy_mattis	chr7B	129568453	129569001	7860	750620385	81
sy_mattis	chr7B	195766510	195770756	7894	750620385	81
sy_mattis	chr7B	200354935	200358471	7897	750620385	130
sy_mattis	chr7B	287117022	326397338	7802	750620385	54
sy_mattis	chr7B	287117022	326397338	7806	750620385	98
sy_mattis	chr7B	287117022	326397338	8059	750620385	50
sy_mattis	chr7B	321336766	326397338	7821	750620385	138
sy_mattis	chr7B	337922310	387163988	7821	750620385	138
sy_mattis	chr7B	337922310	537838145	7806	750620385	98
sy_mattis	chr7B	337922310	611722004	7802	750620385	54
sy_mattis	chr7B	337922310	615796836	8059	750620385	50
sy_mattis	chr7B	392636856	457541357	7818	750620385	50
sy_mattis	chr7B	402807347	537838145	7809	750620385	50
sy_mattis	chr7B	524886695	535826161	8087	750620385	50
sy_mattis	chr7B	589148513	608194608	8067	750620385	50
sy_mattis	chr7B	611729707	650137014	7827	750620385	337
sy_mattis	chr7B	618759101	624947380	8068	750620385	337
sy_mattis	chr7B	632729301	663102846	8060	750620385	399
sy_mattis	chr7B	666322917	676861896	7861	750620385	756
sy_mattis	chr7B	725301631	725303894	7898	750620385	434
sy_mattis	chr7B	733141669	734773462	7895	750620385	1317
sy_mattis	chr7D	4792710	15323622	8192	638686055	758
sy_mattis	chr7D	28884051	29676909	8207	638686055	1075
sy_mattis	chr7D	32606776	36516781	8207	638686055	1075
sy_mattis	chr7D	32606776	37235238	8392	638686055	1175
sy_mattis	chr7D	45064806	53509821	8417	638686055	902
sy_mattis	chr7D	71053327	80794731	8194	638686055	824
sy_mattis	chr7D	90848363	100751279	8183	638686055	792
sy_mattis	chr7D	90848363	100751279	8193	638686055	792
sy_mattis	chr7D	95858733	100751279	8287	638686055	210
sy_mattis	chr7D	95858733	105687430	8195	638686055	210
sy_mattis	chr7D	95858733	110793544	8159	638686055	210
sy_mattis	chr7D	141355463	156456366	8171	638686055	53
sy_mattis	chr7D	141355463	156456366	8173	638686055	53
sy_mattis	chr7D	141355463	412395427	8098	638686055	53
sy_mattis	chr7D	146387900	156456366	8196	638686055	53
sy_mattis	chr7D	176578049	184383326	8623	638686055	53
sy_mattis	chr7D	181599401	186428600	8282	638686055	53
sy_mattis	chr7D	181599401	191571178	8197	638686055	53
sy_mattis	chr7D	186829145	191571178	8285	638686055	53
sy_mattis	chr7D	231554572	407268761	8102	638686055	53
sy_mattis	chr7D	246806437	317430360	8111	638686055	53
sy_mattis	chr7D	263503949	271753862	8421	638686055	53
sy_mattis	chr7D	264311913	291522035	8346	638686055	53
sy_mattis	chr7D	265260265	283457211	8496	638686055	53
sy_mattis	chr7D	267384597	477201886	8100	638686055	90
sy_mattis	chr7D	327401166	477201886	8104	638686055	90
sy_mattis	chr7D	387211508	394369003	8422	638686055	53
sy_mattis	chr7D	388126510	393950369	8347	638686055	53
sy_mattis	chr7D	394064385	422856334	8624	638686055	90
sy_mattis	chr7D	422571221	447075388	8133	638686055	90
sy_mattis	chr7D	440041158	448708420	8678	638686055	90
sy_mattis	chr7D	442280513	447075388	8281	638686055	90
sy_mattis	chr7D	462306512	477201886	8149	638686055	90
sy_mattis	chr7D	463974541	473096249	8457	638686055	90
sy_mattis	chr7D	472539654	477201886	8283	638686055	90
sy_mattis	chr7D	477659200	484438632	8541	638686055	994
sy_mattis	chr7D	501900062	508616562	8497	638686055	171
sy_mattis	chr7D	502876772	517577423	8153	638686055	536
sy_mattis	chr7D	503836576	509201581	8536	638686055	171
sy_mattis	chr7D	504520981	509614746	8523	638686055	171
sy_mattis	chr7D	519747679	556643446	8397	638686055	346
sy_mattis	chr7D	522808938	527708193	8284	638686055	171
sy_mattis	chr7D	522808938	527708193	8288	638686055	171
sy_mattis	chr7D	522808938	527708193	8286	638686055	171
sy_mattis	chr7D	563526506	578810621	8172	638686055	614
sy_mattis	chr7D	589389790	598029001	8648	638686055	894
sy_mattis	chr7D	596875381	602194709	8626	638686055	1098
sy_mattis	chr7D	619357373	629248694	8499	638686055	794
sy_mattis	chr7D	619874929	626680056	8349	638686055	794
weebil	chr1A	40098	10007706	83	594102056	784
weebil	chr1A	1228914	6764265	345	594102056	784
weebil	chr1A	1232354	9552128	353	594102056	784
weebil	chr1A	20091099	24340722	137	594102056	783
weebil	chr1A	24939941	27757377	128	594102056	33
weebil	chr1A	31778440	36188335	113	594102056	254
weebil	chr1A	32549428	41372533	357	594102056	254
weebil	chr1A	32895825	40913652	350	594102056	254
weebil	chr1A	44363599	239903200	360	594102056	17
weebil	chr1A	44363599	271621923	439	594102056	17
weebil	chr1A	44406439	384336431	15	594102056	18
weebil	chr1A	49346641	165179858	22	594102056	14
weebil	chr1A	50511541	444146823	11	594102056	14
weebil	chr1A	50511541	444257615	10	594102056	14
weebil	chr1A	97792599	104222866	419	594102056	14
weebil	chr1A	161671207	165179858	162	594102056	14
weebil	chr1A	161671207	165179858	100	594102056	14
weebil	chr1A	181753577	446549281	17	594102056	15
weebil	chr1A	212017043	213255931	101	594102056	14
weebil	chr1A	241312953	359690781	361	594102056	14
weebil	chr1A	242779679	247347178	163	594102056	14
weebil	chr1A	282552837	359690781	440	594102056	14
weebil	chr1A	320891334	332047279	483	594102056	14
weebil	chr1A	331517066	339484492	425	594102056	14
weebil	chr1A	337628887	342598198	164	594102056	14
weebil	chr1A	340415026	351350790	453	594102056	14
weebil	chr1A	341867721	348851728	426	594102056	14
weebil	chr1A	353251752	367880092	75	594102056	14
weebil	chr1A	384105948	442567349	362	594102056	14
weebil	chr1A	389819545	406156119	441	594102056	14
weebil	chr1A	390638795	445885091	30	594102056	15
weebil	chr1A	390708277	408493891	427	594102056	14
weebil	chr1A	398447832	417409888	64	594102056	14
weebil	chr1A	405007907	423289493	358	594102056	14
weebil	chr1A	409852087	443704605	442	594102056	14
weebil	chr1A	449665161	493284396	428	594102056	300
weebil	chr1A	518015077	527974801	91	594102056	785
weebil	chr1A	529242438	534052835	129	594102056	541
weebil	chr1A	532763709	537967220	356	594102056	1113
weebil	chr1A	540047477	545025508	149	594102056	1147
weebil	chr1A	548557987	567634895	63	594102056	270
weebil	chr1A	574331573	590250714	429	594102056	490
weebil	chr1A	574336004	589792882	359	594102056	490
weebil	chr1A	581754085	586938750	153	594102056	490
weebil	chr1A	588905536	593791000	130	594102056	1179
weebil	chr1B	168082	4814464	597	689851870	1220
weebil	chr1B	5519694	11702119	587	689851870	1026
weebil	chr1B	18867715	24501571	559	689851870	475
weebil	chr1B	35523713	522841062	484	689851870	11
weebil	chr1B	84979619	94550546	690	689851870	11
weebil	chr1B	322103365	334896968	528	689851870	11
weebil	chr1B	349830457	354660718	560	689851870	11
weebil	chr1B	388381997	396820173	708	689851870	11
weebil	chr1B	430617097	437604651	617	689851870	11
weebil	chr1B	489545101	494558805	561	689851870	11
weebil	chr1B	544806857	549457426	562	689851870	1219
weebil	chr1B	553017043	564909441	618	689851870	429
weebil	chr1B	555029816	563031942	619	689851870	429
weebil	chr1B	563996095	633333594	489	689851870	203
weebil	chr1B	566183644	594493557	504	689851870	66
weebil	chr1B	628498212	632752549	563	689851870	203
weebil	chr1B	633747330	659717244	489	689851870	203
weebil	chr1B	639427824	689203593	497	689851870	260
weebil	chr1B	652297679	656665245	588	689851870	203
weebil	chr1D	17193259	36624267	841	495453186	551
weebil	chr1D	22436448	30574370	1048	495453186	551
weebil	chr1D	24124510	30086656	1025	495453186	26
weebil	chr1D	36622175	59620367	1229	495453186	484
weebil	chr1D	187809473	191503777	922	495453186	1288
weebil	chr1D	202546347	282185038	825	495453186	183
weebil	chr1D	202552473	244401188	1230	495453186	183
weebil	chr1D	237143663	257007741	847	495453186	26
weebil	chr1D	237766637	241479075	926	495453186	26
weebil	chr1D	240988919	255837503	865	495453186	26
weebil	chr1D	361034519	366020391	937	495453186	1145
weebil	chr1D	398379698	403336201	927	495453186	1153
weebil	chr1D	400777155	410603541	889	495453186	243
weebil	chr1D	401131976	416128772	862	495453186	243
weebil	chr1D	402822624	412855946	876	495453186	243
weebil	chr1D	426180034	432337005	1066	495453186	1027
weebil	chr1D	438581470	443467472	919	495453186	1178
weebil	chr1D	443377389	467793858	836	495453186	461
weebil	chr2A	29616645	33714425	1375	780798557	1267
weebil	chr2A	166239431	718229167	1247	780798557	4
weebil	chr2A	551714126	555830969	1345	780798557	4
weebil	chr2A	553758944	558652840	1390	780798557	4
weebil	chr2A	554012069	558952218	1357	780798557	4
weebil	chr2A	610058525	614583932	1363	780798557	4
weebil	chr2A	614384466	694457536	1262	780798557	4
weebil	chr2A	616978080	635724553	1303	780798557	4
weebil	chr2A	635510487	694755307	1268	780798557	4
weebil	chr2A	638684152	646852876	1519	780798557	4
weebil	chr2A	650612030	660562123	1330	780798557	4
weebil	chr2A	681086225	685410885	1379	780798557	4
weebil	chr2A	682480522	692042688	1333	780798557	4
weebil	chr2A	727608775	748191018	1302	780798557	511
weebil	chr2A	734519446	740347469	1525	780798557	511
weebil	chr2A	735006756	740079118	1364	780798557	511
weebil	chr2A	754708672	758559790	1365	780798557	1282
weebil	chr2A	761132634	766718268	1329	780798557	1068
weebil	chr2B	22617148	28097727	1890	801256715	1078
weebil	chr2B	29118956	36242832	1697	801256715	972
weebil	chr2B	39092813	107785694	1910	801256715	205
weebil	chr2B	39303538	77166979	1946	801256715	205
weebil	chr2B	64987460	79715651	1684	801256715	205
weebil	chr2B	66355686	76107515	1709	801256715	205
weebil	chr2B	70795643	74205175	1744	801256715	205
weebil	chr2B	77164727	86690412	1703	801256715	205
weebil	chr2B	91256800	101074358	1710	801256715	205
weebil	chr2B	112837389	157374348	1641	801256715	290
weebil	chr2B	249457969	262808224	1947	801256715	55
weebil	chr2B	249463926	260639789	1893	801256715	55
weebil	chr2B	249517596	262808224	1886	801256715	55
weebil	chr2B	249517596	262808224	1912	801256715	55
weebil	chr2B	310496029	324794726	1677	801256715	55
weebil	chr2B	320341180	323101987	1769	801256715	55
weebil	chr2B	352280539	356601638	1752	801256715	55
weebil	chr2B	352280539	357264267	1770	801256715	58
weebil	chr2B	352280539	359937876	1698	801256715	58
weebil	chr2B	476557369	547097122	1635	801256715	194
weebil	chr2B	516721011	524029366	1898	801256715	194
weebil	chr2B	525518216	546411267	1669	801256715	110
weebil	chr2B	550856401	570899124	1670	801256715	521
weebil	chr2B	578136060	745773385	1626	801256715	114
weebil	chr2B	581448865	688434145	1629	801256715	110
weebil	chr2B	631101475	718970344	1631	801256715	114
weebil	chr2B	665187230	683760224	1665	801256715	110
weebil	chr2B	683001918	691012988	1911	801256715	64
weebil	chr2B	685280054	691454872	1771	801256715	110
weebil	chr2B	734854651	745580617	1716	801256715	114
weebil	chr2B	785885897	800064321	1681	801256715	549
weebil	chr2B	793336202	798826775	1717	801256715	549
weebil	chr2D	31254	8718526	2061	651852609	423
weebil	chr2D	31254	9080529	2066	651852609	423
weebil	chr2D	3967625	8718526	2091	651852609	423
weebil	chr2D	24488173	28553576	2092	651852609	545
weebil	chr2D	27907823	36784278	2312	651852609	880
weebil	chr2D	44468558	74526393	2001	651852609	404
weebil	chr2D	79047620	134117082	1977	651852609	242
weebil	chr2D	83530084	103477246	2027	651852609	242
weebil	chr2D	117796832	177461723	1974	651852609	223
weebil	chr2D	133275243	142711578	2314	651852609	223
weebil	chr2D	133744714	158793225	2009	651852609	223
weebil	chr2D	137590149	141482523	2079	651852609	86
weebil	chr2D	154624288	371242687	1963	651852609	87
weebil	chr2D	267693662	272246236	2136	651852609	87
weebil	chr2D	304970371	326459282	2402	651852609	87
weebil	chr2D	324913896	343168348	2341	651852609	87
weebil	chr2D	333498463	352632034	2019	651852609	87
weebil	chr2D	350599556	357863392	2260	651852609	87
weebil	chr2D	354379086	373680632	2403	651852609	558
weebil	chr2D	376814416	507835364	1966	651852609	137
weebil	chr2D	436361049	441081175	2140	651852609	137
weebil	chr2D	440966303	455894217	2042	651852609	137
weebil	chr2D	444385642	449071898	2108	651852609	105
weebil	chr2D	503436205	509736884	2236	651852609	105
weebil	chr2D	527003686	531940028	2093	651852609	1158
weebil	chr2D	546683844	551466972	2109	651852609	105
weebil	chr2D	557920128	577687602	2026	651852609	538
weebil	chr2D	623787597	628615779	2115	651852609	1193
weebil	chr2D	635020107	639892175	2083	651852609	1183
weebil	chr3A	27550728	32253338	2595	750843639	335
weebil	chr3A	28125510	32718252	2569	750843639	335
weebil	chr3A	88189193	98836223	2800	750843639	169
weebil	chr3A	88189193	100831024	2695	750843639	169
weebil	chr3A	95133054	100957008	2772	750843639	1052
weebil	chr3A	107565870	117230216	2689	750843639	9
weebil	chr3A	107653078	117230216	2816	750843639	8
weebil	chr3A	107863262	110682938	2491	750843639	8
weebil	chr3A	108918715	114426191	2682	750843639	8
weebil	chr3A	118546170	134613741	2491	750843639	8
weebil	chr3A	130834630	135972186	2570	750843639	9
weebil	chr3A	191006045	195156181	2596	750843639	8
weebil	chr3A	212702120	222044037	2515	750843639	8
weebil	chr3A	215202922	239960591	2480	750843639	8
weebil	chr3A	237053956	249860903	2500	750843639	9
weebil	chr3A	238676584	423130363	2429	750843639	8
weebil	chr3A	271616977	279437680	2533	750843639	8
weebil	chr3A	299554908	303835038	2597	750843639	8
weebil	chr3A	314613995	316673887	2549	750843639	8
weebil	chr3A	322878784	341295363	2492	750843639	8
weebil	chr3A	337497675	341648725	2571	750843639	8
weebil	chr3A	359075275	423485298	2683	750843639	8
weebil	chr3A	362896886	423130363	2834	750843639	8
weebil	chr3A	366610919	390016411	2481	750843639	8
weebil	chr3A	367779740	372196727	2572	750843639	8
weebil	chr3A	387296319	421722510	2462	750843639	8
weebil	chr3A	405500529	421122535	2507	750843639	8
weebil	chr3A	429615380	439460642	2684	750843639	8
weebil	chr3A	429615380	450013914	2835	750843639	9
weebil	chr3A	441567316	465839188	2482	750843639	8
weebil	chr3A	446264756	465839188	2487	750843639	8
weebil	chr3A	447270001	467156209	2486	750843639	8
weebil	chr3A	460811089	465544070	2584	750843639	8
weebil	chr3A	467808993	477331725	2692	750843639	8
weebil	chr3A	648310085	653346561	2598	750843639	1133
weebil	chr3A	649937883	654798127	2591	750843639	1187
weebil	chr3A	661471318	666232552	2559	750843639	349
weebil	chr3A	670548364	699419285	2471	750843639	422
weebil	chr3A	689132248	707466212	2488	750843639	580
weebil	chr3A	702379974	707126199	2585	750843639	580
weebil	chr3A	728094958	737211858	2534	750843639	869
weebil	chr3A	735715804	746463870	2527	750843639	746
weebil	chr3A	739512947	750618313	2502	750843639	739
weebil	chr3B	212892	6681225	2995	830829764	1012
weebil	chr3B	6945399	28530247	2893	830829764	497
weebil	chr3B	11882824	27036727	2918	830829764	199
weebil	chr3B	27487401	40251370	2914	830829764	701
weebil	chr3B	30404609	59434644	2888	830829764	420
weebil	chr3B	53199131	58008330	2988	830829764	199
weebil	chr3B	154661060	330587760	3208	830829764	24
weebil	chr3B	155018167	330587760	3162	830829764	24
weebil	chr3B	168266539	201341963	2850	830829764	24
weebil	chr3B	182203442	221987526	2879	830829764	24
weebil	chr3B	201533782	292024361	2850	830829764	24
weebil	chr3B	246989755	576051387	2840	830829764	42
weebil	chr3B	315405328	376635945	2870	830829764	24
weebil	chr3B	359222793	380001583	3209	830829764	24
weebil	chr3B	363324243	431153003	3163	830829764	42
weebil	chr3B	380508073	427585167	3210	830829764	24
weebil	chr3B	545805903	566191240	2903	830829764	10
weebil	chr3B	545805903	566191240	2899	830829764	10
weebil	chr3B	552219031	562062496	2940	830829764	10
weebil	chr3B	565724869	575683124	2942	830829764	42
weebil	chr3B	572935480	578765910	3164	830829764	91
weebil	chr3B	592530095	596433935	2969	830829764	103
weebil	chr3B	592530095	597090445	2989	830829764	103
weebil	chr3B	597545111	660316647	2871	830829764	214
weebil	chr3B	637334732	739340512	2852	830829764	103
weebil	chr3B	647542266	738156632	2855	830829764	103
weebil	chr3B	671668185	744546843	2861	830829764	140
weebil	chr3B	673606424	746848974	2859	830829764	140
weebil	chr3B	676206548	733081055	2875	830829764	103
weebil	chr3B	687757221	693602396	3213	830829764	103
weebil	chr3B	739038223	744513016	3212	830829764	140
weebil	chr3B	794295820	798236868	2980	830829764	341
weebil	chr3B	799521193	802318308	2970	830829764	341
weebil	chr3B	803511461	805426410	2970	830829764	341
weebil	chr3D	7421065	21204469	3395	615552423	679
weebil	chr3D	35694347	40730945	3298	615552423	1132
weebil	chr3D	71114913	75963851	3327	615552423	1188
